country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","20-01-2026 20:00:00",26.358805,73.047444,PM2.5,33,322,118
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","20-01-2026 20:00:00",26.358805,73.047444,SO2,2,11,5
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","20-01-2026 20:00:00",26.9502929,75.730943,CO,31,127,68
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","20-01-2026 20:00:00",26.9502929,75.730943,OZONE,16,59,47
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","20-01-2026 20:00:00",25.344694,72.626208,PM10,59,361,152
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","20-01-2026 20:00:00",25.344694,72.626208,NH3,5,9,7
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","20-01-2026 20:00:00",12.9533,80.2357,NO2,3,11,7
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","20-01-2026 20:00:00",13.1036,80.2909,CO,48,62,53
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","20-01-2026 20:00:00",13.1036,80.2909,OZONE,15,33,24
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","20-01-2026 20:00:00",13.0052189,80.2398125,PM10,58,116,89
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","20-01-2026 20:00:00",13.0052189,80.2398125,NH3,3,4,3
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","20-01-2026 20:00:00",13.0052189,80.2398125,SO2,5,9,7
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","20-01-2026 20:00:00",11.0328,77.0349,NO2,10,11,11
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","20-01-2026 20:00:00",11.0328,77.0349,NH3,1,1,1
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","20-01-2026 20:00:00",10.942451,76.978996,NO2,2,18,8
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","20-01-2026 20:00:00",26.031443,76.359327,SO2,1,10,5
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","20-01-2026 20:00:00",24.885261,72.857549,CO,22,84,26
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","20-01-2026 20:00:00",29.931624,73.864511,NO2,43,174,73
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-01-2026 20:00:00",26.159933,75.780517,PM2.5,68,414,231
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-01-2026 20:00:00",26.159933,75.780517,NO2,13,109,34
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-01-2026 20:00:00",26.159933,75.780517,SO2,1,5,2
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-01-2026 20:00:00",26.159933,75.780517,CO,17,130,46
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","20-01-2026 20:00:00",11.258242,77.552761,PM10,1,101,61
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","20-01-2026 20:00:00",10.423417,78.784889,PM2.5,56,120,80
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","20-01-2026 20:00:00",10.423417,78.784889,NO2,3,18,7
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","20-01-2026 20:00:00","8.816428 ",78.099039,CO,10,50,30
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","20-01-2026 20:00:00",17.540891,78.358528,NO2,5,57,28
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","20-01-2026 20:00:00",17.518400,78.278777,NH3,1,22,8
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","20-01-2026 20:00:00",17.585705,78.126199,PM2.5,23,60,44
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","20-01-2026 20:00:00",17.585705,78.126199,NO2,12,17,14
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","20-01-2026 20:00:00",17.393559,78.339194,CO,24,33,31
